32,Թեղենիք,,Կոտայք,Թեղենիք,44:34:40,40:25:30,11-38-126-3-1,07.032.,1.2.02.,001,Thegheniq,Техеник,11/09/2006
33,Լեռնանիստ,25/01/1978,Կոտայք,Լեռնանիստ,44:47:40,40:28:10,11-38-126-4-1,07.033.,1.2.02.,001,Lernanist,Лернанист,11/09/2006
34,Կաթնաղբյուր,04/04/1946,Կոտայք,Կաթնաղբյուր,44:40:40,40:15:30,11-38-138-1-2,07.034.,1.2.02.,001,Kathnaghbyur,Катнахбюр,11/09/2006
35,Կամարիս,25/01/1978,Կոտայք,Կամարիս,44:41:50,40:14:10,11-38-138-1-4,07.035.,1.2.02.,001,Kamaris,Камарис,11/09/2006
36,Կապուտան,03/04/1991,Կոտայք,Կապուտան,44:42:00,40:19:30,11-38-138-1-2,07.036.,1.2.02.,001,Kaputan,Капутан,11/09/2006
37,Կարենիս,03/04/1991,Կոտայք,Կարենիս,44:36:20,40:23:30,11-38-126-3-3,07.037.,1.2.02.,001,Karenis,Каренис,11/09/2006
38,Կոտայք,31/07/1965,Կոտայք,Կոտայք,44:39:50,40:16:40,11-38-138-1-2,07.038.,1.2.02.,001,Kotayq,Котайк,11/09/2006
39,Հանքավան,01/12/1949,Կոտայք,Հանքավան,44:29:00,40:38:05,11-38-125-2-2,07.039.,1.2.02.,001,Hanqavan,Анкаван,11/09/2006
40,Հատիս,25/01/1978,Կոտայք,Հատիս,44:44:00,40:20:00,11-38-138-1-2,07.040.,1.2.02.,001,Hatis,Атис,11/09/2006
41,Հացավան,04/04/1945,Կոտայք,Հացավան,44:39:20,40:08:10,11-38-138-3-2,07.041.,1.2.02.,001,Hatsavan,Ацаван,11/09/2006
42,Ձորաղբյուր,04/04/1946,Կոտայք,Ձորաղբյուր,44:38:40,40:12:15,11-38-138-1-4,07.042.,1.2.02.,001,Dzoraghbyur,Дзорахбюр,11/09/2006
43,Մայակովսկի,11/04/1940,Կոտայք,Մայակովսկի,44:38:20,40:15:10,11-38-138-1-2,07.043.,1.2.02.,001,Mayakovski,Маяковский,11/09/2006
44,Մարմարիկ,03/01/1935,Կոտայք,Մարմարիկ,44:40:25,40:34:50,11-38-126-1-4,07.044.,1.2.02.,001,Marmarik,Мармарик,11/09/2006
45,Մեղրաձոր,31/05/1946,Կոտայք,Մեղրաձոր,44:39:00,40:36:20,11-38-126-1-2,07.045.,1.2.02.,001,Meghradzor,Меградзор,11/09/2006
46,Մրգաշեն,15/08/1964,Կոտայք,Մրգաշեն,44:32:40,40:17:10,11-38-138-1-1,07.046.,1.2.02.,001,Mrgashen,Мргашен,11/09/2006
47,Նոր Արտամետ,,Կոտայք,Նոր Արտամետ,44:34:00,40:18:10,11-38-138-1-1,07.047.,1.2.02.,001,Nor Artamet,Нор Артамет,11/09/2006
48,Նոր Գեղի,10/02/1962,Կոտայք,Նոր Գեղի,44:35:00,40:19:20,11-38-138-1-1,07.048.,1.2.02.,001,Nor Geghi,Нор Гехи,11/09/2006
49,Նոր Գյուղ,04/04/1946,Կոտայք,Նոր Գյուղ,44:39:30,40:16:00,11-38-138-1-2,07.049.,1.2.02.,001,Nor Gyugh,Нор Гюх,11/09/2006
50,Նոր Երզնկա,25/11/1966,Կոտայք,Նոր Երզնկա,44:23:20,40:18:00,11-38-137-2-2,07.050.,1.2.02.,001,Nor Yerznka,Нор Ерзнка,11/09/2006
51,Նուռնուս,,Կոտայք,Նուռնուս,44:36:30,40:21:20,11-38-126-3-3,07.051.,1.2.02.,001,Nurnus,Нурнус,11/09/2006
52,Ողջաբերդ,,Կոտայք,Ողջաբերդ,44:39:00,40:10:10,11-38-138-1-4,07.052.,1.2.02.,001,Voghjaberd,Вохчаберд,11/09/2006
53,Պռոշյան,15/08/1964,Կոտայք,Պռոշյան,44:25:10,40:14:50,11-38-137-2-4,07.053.,1.2.02.,001,Proshyan,Прошян,11/09/2006
54,Պտղնի,,Կոտայք,Պտղնի,44:35:10,40:15:20,11-38-138-1-1,07.054.,1.2.02.,001,Ptghni,Птхни,11/09/2006
55,Ջրաբեր,21/06/1948,Կոտայք,Ջրաբեր,44:38:50,40:21:10,11-38-126-3-4,07.055.,1.2.02.,001,Jraber,Джрабер,11/09/2006
56,Ջրառատ,,Կոտայք,Ջրառատ,44:48:30,40:32:30,11-38-126-2-3,07.056.,1.2.02.,001,Jrarat,Джрарат,11/09/2006
57,Ջրվեժ,,Կոտայք,Ջրվեժ,44:35:20,40:11:10,11-38-138-1-3,07.057.,1.2.02.,001,Jrvezh,Джрвеж,11/09/2006
58,Գետարգել,04/07/2006,Կոտայք,Գետարգել,44:35:50,40:14:40,11-38-138-1-3,07.058.,1.2.02.,001,Getargel,Гетаргел,11/09/2006
59,Սարալանջ,04/04/1946,Կոտայք,Սարալանջ,44:31:10,40:24:10,11-38-126-3-3,07.059.,1.2.02.,001,Saralanj,Сараландж,11/09/2006
60,Սոլակ,,Կոտայք,Սոլակ,44:42:25,40:27:45,11-38-126-3-2,07.060.,1.2.02.,001,Solak,Солак,11/09/2006
61,Սևաբերդ,21/06/1948,Կոտայք,Սևաբերդ,44:48:10,40:16:25,11-38-138-2-1,07.061.,1.2.02.,001,Sevaberd,Севаберд,11/09/2006
62,Վերին Պտղնի,03/04/1991,Կոտայք,Վերին Պտղնի,44:35:10,40:15:00,11-38-138-1-3,07.062.,1.2.02.,001,Verin Ptghni,Верин Птхни,11/09/2006
63,Քաղսի,,Կոտայք,Քաղսի,44:44:20,40:28:50,11-38-126-3-2,07.063.,1.2.02.,001,Qaghsi,Кахси,11/09/2006
64,Քանաքեռավան,15/08/1964,Կոտայք,Քանաքեռավան,44:32:10,40:14:50,11-38-138-1-3,07.064.,1.2.02.,001,Qanaqeravan,Канакераван,11/09/2006
65,Քասախ,01/11/1970,Կոտայք,Քասախ,44:27:20,40:14:00,11-38-137-2-4 ,07.065.,1.2.02.,001,Qasakh,Касах,11/09/2006
66,Քարաշամբ,,Կոտայք,Քարաշամբ,44:34:30,40:24:10,11-38-126-3-3,07.066.,1.2.02.,001,Qarashamb,Карашамб,11/09/2006
67,Ֆանտան,03/01/1935,Կոտայք,Ֆանտան,44:41:10,40:23:40,11-38-126-3-4,07.067.,1.2.02.,001,Fantan,Фантан,11/09/2006
68,Հրազդան,30/06/1959,Կոտայք,Հրազդան,44:45:50,40:29:45,11-38-126-4-1,07.001.,1.2.03.,001,Hrazdan,Раздан,11/09/2006
69,Աբովյան,12/10/1961,Կոտայք,Աբովյան,44:38:00,40:16:25,11-38-138-1-2,07.002.,1.2.03.,001,Abovyan,Абовян,11/09/2006
70,Բյուրեղավան,,Կոտայք,Բյուրեղավան,44:35:50,40:17:50,11-38-138-1-1,07.003.,1.2.03.,001,Byureghavan,Бюрехаван,11/09/2006
71,Եղվարդ,,Կոտայք,Եղվարդ,44:29:10,40:19:30,11-38-137-2-2,07.004.,1.2.03.,001,Yeghvard,Ехвард,11/09/2006
72,Ծաղկաձոր,,Կոտայք,Ծաղկաձոր,44:43:20,40:32:00,11-38-126-1-4,07.005.,1.2.03.,001,Tsaghkadzor,Цахкадзор,11/09/2006
73,Նոր Հաճն,04/11/1958,Կոտայք,Նոր Հաճն,44:35:00,40:18:00,11-38-138-1-1,07.006.,1.2.03.,001,Nor Hachn,Нор Ачин,11/09/2006
74,Չարենցավան,23/09/1967,Կոտայք,Չարենցավան,44:38:40,40:24:10,11-38-126-3-4,07.007.,1.2.03.,001,Charentsavan,Чаренцаван,11/09/2006
75,Ալափարս,,Կոտայք,Ալափարս,44:38:00,40:25:20,11-38-126-3-2,07.008.,1.2.02.,001,Alapars,Алапарс,11/09/2006
76,Ակունք,04/04/1946,Կոտայք,Ակունք,44:41:10,40:16:00,11-38-138-1-2,07.009.,1.2.02.,001,Akunq,Акунк,11/09/2006
77,Աղավնաձոր,15/07/1948,Կոտայք,Աղավնաձոր,44:41:50,40:35:00,11-38-126-1-4,07.010.,1.2.02.,001,Aghavnadzor,Ахавнадзор,11/09/2006
78,Առինջ,,Կոտայք,Առինջ,44:34:20,40:13:50,11-38-138-1-3,07.011.,1.2.02.,001,Arinj,Ариндж,11/09/2006
79,Արագյուղ,04/04/1946,Կոտայք,Արագյուղ,44:32:40,40:24:10,11-38-126-3-3,07.012.,1.2.02.,001,Aragyugh,Арагюх,11/09/2006
80,Արամուս,,Կոտայք,Արամուս,44:39:50,40:14:50,11-38-138-1-4,07.013.,1.2.02.,001,Aramus,Арамус,11/09/2006
81,Արգել,03/04/1991,Կոտայք,Արգել,44:36:00,40:22:40,11-38-126-3-3,07.014.,1.2.02.,001,Argel,Аргел,11/09/2006
82,Արզական,,Կոտայք,Արզական,44:36:30,40:27:00,11-38-126-3-1,07.015.,1.2.02.,001,Arzakan,Арзакан,11/09/2006
83,Արզնի,,Կոտայք,Արզնի,44:35:55,40:17:50,11-38-138-1-1,07.016.,1.2.02.,001,Arzni,Арзни,11/09/2006
84,Արտավազ,03/04/1991,Կոտայք,Արտավազ,44:34:20,40:37:00,11-38-126-1-1,07.017.,1.2.02.,001,Artavaz,Артаваз,11/09/2006
85,Բալահովիտ,26/12/1968,Կոտայք,Բալահովիտ,44:36:30,40:15:05,11-38-138-1-1,07.018.,1.2.02.,001,Balahovit,Балаовит,11/09/2006
86,Բջնի,,Կոտայք,Բջնի,44:39:00,40:27:30,11-38-126-3-2,07.019.,1.2.02.,001,Bjni,Бжни,11/09/2006
87,Բուժական,,Կոտայք,Բուժական,44:31:10,40:27:20,11-38-126-3-1,07.020.,1.2.02.,001,Buzhakan,Бужакан,11/09/2006
88,Գառնի,03/01/1935,Կոտայք,Գառնի,44:44:05,40:07:10,11-38-138-3-2,07.021.,1.2.02.,001,Garni,Гарни,11/09/2006
89,Գեղադիր,03/01/1935,Կոտայք,Գեղադիր,44:39:10,40:09:20,11-38-138-3-2,07.022.,1.2.02.,001,Geghadir,Гехадир,11/09/2006
90,Գեղաշեն,21/10/1967,Կոտայք,Գեղաշեն,44:43:40,40:13:40,11-38-138-1-4,07.023.,1.2.02.,001,Geghashen,Гехашен,11/09/2006
91,Գեղարդ,,Կոտայք,Գեղարդ,44:47:50,40:09:20,11-38-138-4-1,07.024.,1.2.02.,001,Geghard,Гехард,11/09/2006
92,Գետամեջ,21/06/1948,Կոտայք,Գետամեջ,44:35:20,40:16:30,11-38-138-1-1,07.025.,1.2.02.,001,Getamej,Гетамеч,11/09/2006
93,Գողթ,,Կոտայք,Գողթ,44:47:00,40:08:05,11-38-138-4-1,07.026.,1.2.02.,001,Goghth,Гохт,11/09/2006
94,Գոռգոչ,04/07/2006,Կոտայք,Մեղրաձոր,44:36:40,40:36:00,11-38-126-1-1,07.045.,1.2.02.,002,Gorgoch,Горгоч,11/09/2006
95,Զառ,,Կոտայք,Զառ,44:44:40,40:15:30,11-38-138-1-2,07.027.,1.2.02.,001,Zar,Зар,11/09/2006
96,Զովաշեն,21/06/1948,Կոտայք,Զովաշեն,44:44:50,40:18:40,11-38-138-1-2,07.028.,1.2.02.,001,Zovashen,Зовашен,11/09/2006
97,Զովունի,04/04/1972,Կոտայք,Զովունի,44:30:20,40:14:10,11-38-138-1-3,07.029.,1.2.02.,001,Zovuni,Зовуни,11/09/2006
98,Զովք,25/01/1978,Կոտայք,Զովք,44:41:45,40:12:25,11-38-138-1-4,07.030.,1.2.02.,001,Zovq,Зовк,11/09/2006
99,Զորավան,,Կոտայք,Զորավան,44:31:20,40:21:20,11-38-126-3-3,07.031.,1.2.02.,001,Zoravan,Зораван,11/09/2006
100,Թեղենիք,,Կոտայք,Թեղենիք,44:34:40,40:25:30,11-38-126-3-1,07.032.,1.2.02.,001,Thegheniq,Техеник,11/09/2006
101,Լեռնանիստ,25/01/1978,Կոտայք,Լեռնանիստ,44:47:40,40:28:10,11-38-126-4-1,07.033.,1.2.02.,001,Lernanist,Лернанист,11/09/2006
102,Կաթնաղբյուր,04/04/1946,Կոտայք,Կաթնաղբյուր,44:40:40,40:15:30,11-38-138-1-2,07.034.,1.2.02.,001,Kathnaghbyur,Катнахбюр,11/09/2006
103,Կամարիս,25/01/1978,Կոտայք,Կամարիս,44:41:50,40:14:10,11-38-138-1-4,07.035.,1.2.02.,001,Kamaris,Камарис,11/09/2006
104,Կապուտան,03/04/1991,Կոտայք,Կապուտան,44:42:00,40:19:30,11-38-138-1-2,07.036.,1.2.02.,001,Kaputan,Капутан,11/09/2006
105,Կարենիս,03/04/1991,Կոտայք,Կարենիս,44:36:20,40:23:30,11-38-126-3-3,07.037.,1.2.02.,001,Karenis,Каренис,11/09/2006
106,Կոտայք,31/07/1965,Կոտայք,Կոտայք,44:39:50,40:16:40,11-38-138-1-2,07.038.,1.2.02.,001,Kotayq,Котайк,11/09/2006
107,Հանքավան,01/12/1949,Կոտայք,Հանքավան,44:29:00,40:38:05,11-38-125-2-2,07.039.,1.2.02.,001,Hanqavan,Анкаван,11/09/2006
108,Հատիս,25/01/1978,Կոտայք,Հատիս,44:44:00,40:20:00,11-38-138-1-2,07.040.,1.2.02.,001,Hatis,Атис,11/09/2006
109,Հացավան,04/04/1945,Կոտայք,Հացավան,44:39:20,40:08:10,11-38-138-3-2,07.041.,1.2.02.,001,Hatsavan,Ацаван,11/09/2006
110,Ձորաղբյուր,04/04/1946,Կոտայք,Ձորաղբյուր,44:38:40,40:12:15,11-38-138-1-4,07.042.,1.2.02.,001,Dzoraghbyur,Дзорахбюр,11/09/2006
111,Մայակովսկի,11/04/1940,Կոտայք,Մայակովսկի,44:38:20,40:15:10,11-38-138-1-2,07.043.,1.2.02.,001,Mayakovski,Маяковский,11/09/2006
112,Մարմարիկ,03/01/1935,Կոտայք,Մարմարիկ,44:40:25,40:34:50,11-38-126-1-4,07.044.,1.2.02.,001,Marmarik,Мармарик,11/09/2006
113,Մեղրաձոր,31/05/1946,Կոտայք,Մեղրաձոր,44:39:00,40:36:20,11-38-126-1-2,07.045.,1.2.02.,001,Meghradzor,Меградзор,11/09/2006
114,Մրգաշեն,15/08/1964,Կոտայք,Մրգաշեն,44:32:40,40:17:10,11-38-138-1-1,07.046.,1.2.02.,001,Mrgashen,Мргашен,11/09/2006
115,Նոր Արտամետ,,Կոտայք,Նոր Արտամետ,44:34:00,40:18:10,11-38-138-1-1,07.047.,1.2.02.,001,Nor Artamet,Нор Артамет,11/09/2006
116,Նոր Գեղի,10/02/1962,Կոտայք,Նոր Գեղի,44:35:00,40:19:20,11-38-138-1-1,07.048.,1.2.02.,001,Nor Geghi,Нор Гехи,11/09/2006
117,Նոր Գյուղ,04/04/1946,Կոտայք,Նոր Գյուղ,44:39:30,40:16:00,11-38-138-1-2,07.049.,1.2.02.,001,Nor Gyugh,Нор Гюх,11/09/2006
118,Նոր Երզնկա,25/11/1966,Կոտայք,Նոր Երզնկա,44:23:20,40:18:00,11-38-137-2-2,07.050.,1.2.02.,001,Nor Yerznka,Нор Ерзнка,11/09/2006
119,Նուռնուս,,Կոտայք,Նուռնուս,44:36:30,40:21:20,11-38-126-3-3,07.051.,1.2.02.,001,Nurnus,Нурнус,11/09/2006
120,Ողջաբերդ,,Կոտայք,Ողջաբերդ,44:39:00,40:10:10,11-38-138-1-4,07.052.,1.2.02.,001,Voghjaberd,Вохчаберд,11/09/2006
121,Պռոշյան,15/08/1964,Կոտայք,Պռոշյան,44:25:10,40:14:50,11-38-137-2-4,07.053.,1.2.02.,001,Proshyan,Прошян,11/09/2006
122,Պտղնի,,Կոտայք,Պտղնի,44:35:10,40:15:20,11-38-138-1-1,07.054.,1.2.02.,001,Ptghni,Птхни,11/09/2006
123,Ջրաբեր,21/06/1948,Կոտայք,Ջրաբեր,44:38:50,40:21:10,11-38-126-3-4,07.055.,1.2.02.,001,Jraber,Джрабер,11/09/2006
124,Ջրառատ,,Կոտայք,Ջրառատ,44:48:30,40:32:30,11-38-126-2-3,07.056.,1.2.02.,001,Jrarat,Джрарат,11/09/2006
125,Ջրվեժ,,Կոտայք,Ջրվեժ,44:35:20,40:11:10,11-38-138-1-3,07.057.,1.2.02.,001,Jrvezh,Джрвеж,11/09/2006
126,Գետարգել,04/07/2006,Կոտայք,Գետարգել,44:35:50,40:14:40,11-38-138-1-3,07.058.,1.2.02.,001,Getargel,Гетаргел,11/09/2006
127,Սարալանջ,04/04/1946,Կոտայք,Սարալանջ,44:31:10,40:24:10,11-38-126-3-3,07.059.,1.2.02.,001,Saralanj,Сараландж,11/09/2006
128,Սոլակ,,Կոտայք,Սոլակ,44:42:25,40:27:45,11-38-126-3-2,07.060.,1.2.02.,001,Solak,Солак,11/09/2006
129,Սևաբերդ,21/06/1948,Կոտայք,Սևաբերդ,44:48:10,40:16:25,11-38-138-2-1,07.061.,1.2.02.,001,Sevaberd,Севаберд,11/09/2006
130,Վերին Պտղնի,03/04/1991,Կոտայք,Վերին Պտղնի,44:35:10,40:15:00,11-38-138-1-3,07.062.,1.2.02.,001,Verin Ptghni,Верин Птхни,11/09/2006
131,Փյունիկ,12/06/1992,Կոտայք,Արտավազ,44:35:35,40:36:45,11-38-126-1-1,07.017.,1.2.02.,002,Pyunik,Пюник,11/09/2006
132,Քաղսի,,Կոտայք,Քաղսի,44:44:20,40:28:50,11-38-126-3-2,07.063.,1.2.02.,001,Qaghsi,Кахси,11/09/2006
133,Քանաքեռավան,15/08/1964,Կոտայք,Քանաքեռավան,44:32:10,40:14:50,11-38-138-1-3,07.064.,1.2.02.,001,Qanaqeravan,Канакераван,11/09/2006
134,Քասախ,01/11/1970,Կոտայք,Քասախ,44:27:20,40:14:00,11-38-137-2-4 ,07.065.,1.2.02.,001,Qasakh,Касах,11/09/2006
135,Քարաշամբ,,Կոտայք,Քարաշամբ,44:34:30,40:24:10,11-38-126-3-3,07.066.,1.2.02.,001,Qarashamb,Карашамб,11/09/2006
136,Ֆանտան,03/01/1935,Կոտայք,Ֆանտան,44:41:10,40:23:40,11-38-126-3-4,07.067.,1.2.02.,001,Fantan,Фантан,11/09/2006
137,Աբոյի անձավ,07/09/2006,Կոտայք,Զառ,44:45:40,40:15:30,11-38-138-2-1,07.027.,2.1.26.,001,Aboyi andzav,Абои андзав,11/09/2006
138,Աժդահակ ,07/09/2006,Կոտայք,Գեղարդ,44:57:00,40:13:30,11-38-138-2-4,07.024.,2.1.10.,001,Azhdahak,Аждаак,11/09/2006
139,Աղավնաբույն,07/09/2006,Կոտայք,Աղավնաձոր,44:42:05,40:35:10,11-38-126-1-2,07.010.,2.1.10.,001,Aghavnabuyn,Ахавнабуйн,11/09/2006
140,Աղավնաթև,07/09/2006,Կոտայք,Աղավնաձոր,44:41:50,40:35:25,11-38-126-1-2,07.010.,2.1.09.,001,Aghavnathev,Ахавнатев,11/09/2006
141,Աղավնասար ,07/09/2006,Կոտայք,Հրազդան,44:43:15,40:32:20,11-38-126-1-4,07.001.,2.1.03.,001,Aghavnasar,Ахавнасар,11/09/2006
142,Աղբյուրովսար,07/09/2006,Կոտայք,Մեղրաձոր,44:40:25,40:39:45,11-38-126-1-2,07.045.,2.1.10.,001,Aghbyurovsar,Ахбюровсар,11/09/2006
143,Աղբրի,23/08/2012,Կոտայք,Արգել,44:36:10,40:21:50,11-38-126-3-3,07.014.,2.1.21.,001,Aghbri,Ахбри,10/09/2012
144,Աղբրուտ ,23/08/2012,Կոտայք,Հատիս,44:46:45,40:20:20,11-38-126-4-3,07.040.,2.1.10.,001,Aghbrut,Ахбрут,10/09/2012
145,Աղմկոտ ,23/08/2012,Կոտայք,Հանքավան,44:29:45,40:38:30,11-38-125-2-2,07.039.,2.1.21.,001,Aghmkot,Ахмкот,10/09/2012
146,Աղվեսաձոր,07/09/2006,Կոտայք,Կապուտան,44:40:25,40:19:25,11-38-138-1-2,07.036.,2.1.21.,001,Aghvesadzor,Ахвесадзор,11/09/2006
147,Աղվեսի ,07/09/2006,Կոտայք,Սևաբերդ,44:48:30,40:16:00,11-38-138-2-1,07.061.,2.1.21.,001,Aghvesi,Ахвеси,11/09/2006
148,Այգաբլուր,07/09/2006,Կոտայք,Զովունի,44:28:40,40:15:05,11-38-137-2-2,07.029.,2.1.03.,001,Aygablur,Айгаблур,11/09/2006
149,Այգեձոր,07/09/2006,Կոտայք,Արգել,44:36:20,40:22:30,11-38-126-3-3,07.014.,2.1.21.,002,Aygedzor,Айгедзор,11/09/2006
150,Այծասար ,07/09/2006,Կոտայք,Կամարիս,44:46:40,40:12:10,11-38-138-2-3,07.035.,2.1.10.,001,Aytsasar,Айцасар,11/09/2006
151,Այր,07/09/2006,Կոտայք,Զառ,44:44:55,40:15:25,11-38-138-1-2,07.027.,2.1.26.,002,Ayr,Айр,11/09/2006
152,Անձավ,23/08/2012,Կոտայք,Զառ,44:46:00,40:15:40,11-38-138-2-1,07.027.,2.1.03.,001,Andzav,Андзав,10/09/2012
153,Անձավ,07/09/2006,Կոտայք,Կամարիս,44:41:10,40:14:00,11-38-138-1-4,07.035.,2.1.26.,001,Andzav,Андзав,11/09/2006
154,Անձավաձոր,07/09/2006,Կոտայք,Գեղադիր,44:40:10,40:09:25,11-38-138-3-2,07.022.,2.1.21.,001,Andzavadzor,Андзавадзор,11/09/2006
155,Անտառագլուխ ,07/09/2006,Կոտայք,Հանքավան,44:30:50,40:36:00,11-38-126-1-1,07.039.,2.1.10.,001,Antaraglukh,Антараглух,11/09/2006
156,Անտառասար ,07/09/2006,Կոտայք,Հանքավան,44:26:50,40:38:30,11-38-125-2-2,07.039.,2.1.10.,002,Antarasar,Антарасар,11/09/2006
157,Անտառուտ ,07/09/2006,Կոտայք,Մեղրաձոր,44:40:30,40:36:45,11-38-126-1-2,07.045.,2.1.10.,002,Antarut,Антарут,11/09/2006
158,Ապակեբլուր,07/09/2006,Կոտայք,Արագյուղ,44:30:20,40:24:55,11-38-126-3-3,07.012.,2.1.03.,001,Apakeblur,Апакеблур,11/09/2006
159,Ապրեի լիճ,07/09/2006,Կոտայք,Լեռնանիստ,44:51:00,40:26:00,11-38-126-4-1,07.033.,2.1.26.,001,Aprei lich,Апреи лич,11/09/2006
160,Աջաձոր,07/09/2006,Կոտայք,Հրազդան,44:44:10,40:29:55,11-38-126-3-2,07.001.,2.1.21.,001,Ajadzor,Ачадзор,11/09/2006
161,Առույգ ,23/08/2012,Կոտայք,Արզական,44:34:30,40:29:30,11-38-126-3-1,07.015.,2.1.10.,001,Aruyg,Аруйг,10/09/2012
162,Ասպատուրի ,07/09/2006,Կոտայք,Կոտայք,44:39:45,40:17:00,11-38-138-1-2,07.038.,2.1.03.,001,Aspaturi,Аспатури,11/09/2006
163,Ավազաձոր,07/09/2006,Կոտայք,Արզական,44:36:55,40:27:20,11-38-126-3-1,07.015.,2.1.21.,001,Avazadzor,Авазадзор,11/09/2006
